8.401994135246003026e+00 1.348593191692297744e-01 5.878776038203757937e-01 1.696732405764875466e+03 1.110223024625156540e-16
5.657555258861336256e+00 1.816799563626410874e-01 6.857216760249974508e-01 2.324981296669912808e+03 2.220446049250313081e-16
4.440362172653093964e+00 2.115954668144583717e-01 3.950386571718134121e-02 2.983177869648838168e+03 -6.661338147750939243e-16
6.856841362693167241e+00 1.581204823449674501e-01 5.428302501167308058e-01 1.315221957308425544e+03 -4.440892098500626162e-16
7.341888392835416610e+00 1.500658689308816129e-01 2.492842096853122580e-01 2.180322921230954762e+03 -2.220446049250313081e-16
4.291385359989348558e+00 2.156208056602399170e-01 1.487612485494017311e-01 2.450097968245588163e+03 -2.220446049250313081e-16
3.877036219245056703e+00 2.269580119950560804e-01 2.875818650445796099e-01 4.942096906759385888e+02 -6.661338147750939243e-16
8.868041364643998392e+00 1.290574438214172337e-01 6.340086049984205996e-01 2.005613148468260761e+03 0.000000000000000000e+00
3.306930614549848713e+00 2.415789173012444502e-01 6.218530841347650329e-01 3.891833005409075668e+02 1.443289932012703503e-15
8.511672380599517140e+00 1.334499514930070629e-01 4.856774051255693947e-01 7.648089968852451648e+02 1.110223024625156540e-16
7.650522009193528206e+00 1.453209283992396572e-01 1.833181035941568449e-01 1.685263120391327220e+03 -2.220446049250313081e-16
3.119558411480688243e+00 2.454779159539647870e-01 7.429346651741342011e-02 6.496476540518269758e+02 -1.776356839400250465e-15
4.387624698388652433e+00 2.130143880327105832e-01 2.218799723199916252e-01 5.154811010756410496e+02 0.000000000000000000e+00
6.546884951205463210e+00 1.636844610546932532e-01 1.064970595149628552e-01 4.197622120575572353e+02 -2.220446049250313081e-16
4.487302006418431688e+00 2.103388506771848854e-01 3.103233379965681937e-01 2.090024909977690299e+02 2.220446049250313081e-16
5.308858356475951723e+00 1.896275593727304032e-01 3.013562131787386189e-01 2.754296378207482576e+03 0.000000000000000000e+00
7.477726027530152919e+00 1.479428598418725260e-01 4.402713944493701903e-01 2.423504435051132077e+03 1.110223024625156540e-16
8.470424260501705049e+00 1.339767112005762484e-01 1.100909770458202847e-01 4.709126116002225899e+02 1.110223024625156540e-16
3.912289707271506600e+00 2.259956013684263909e-01 5.209436053583003101e-01 2.853713615982769170e+03 0.000000000000000000e+00
5.305673433491877589e+00 1.897025497410397554e-01 5.281868710840555842e-02 2.458856434077698395e+03 -6.661338147750939243e-16
4.151157087359856668e+00 2.194486414724052536e-01 1.729872684952950962e-02 1.734618987635069743e+03 2.220446049250313081e-16
7.105207435825912299e+00 1.539009238356503217e-01 3.762561789609065732e-01 1.480866123460845984e+03 3.330669073875469621e-16
3.120145346738723013e+00 2.454669608091902822e-01 4.151405689360587181e-01 6.419860186577100194e+02 2.220446049250313081e-16
9.378405385486130896e+00 1.232267684036474215e-01 6.356274409366685640e-01 2.154792117062296711e+03 -2.220446049250313081e-16
3.028241822170911313e+00 2.470627106389768068e-01 5.993888993352807226e-01 5.132689520078517944e+02 -1.776356839400250465e-15
6.924953294648377167e+00 1.569427667528547898e-01 6.015057900338681707e-01 7.558917846977249155e+02 -8.881784197001252323e-16
6.016654616862055605e+00 1.740320614648893649e-01 3.461613369943420393e-01 1.705197987968337657e+03 7.771561172376095783e-16
6.041788467605989865e+00 1.735166523124208882e-01 3.408839610886779670e-02 1.977135717828951556e+03 2.220446049250313081e-16
7.720959540560118128e+00 1.442766541400856695e-01 2.877070431252481877e-03 9.735430611624142330e+02 1.110223024625156540e-16
4.257604680997729041e+00 2.165401625616472925e-01 4.900846502195844306e-02 1.187751340452992736e+03 0.000000000000000000e+00
9.080928434343388034e+00 1.265624622496610840e-01 2.533017357582967866e-01 2.814838592303209680e+03 -2.220446049250313081e-16
6.325895430390691132e+00 1.678653252699917053e-01 1.336310949528294600e-01 8.241942651813265002e+02 -2.220446049250313081e-16
6.704443614876673507e+00 1.608135476091216154e-01 3.666755893741908134e-01 8.666619447473923401e+02 0.000000000000000000e+00
3.400138559736933352e+00 2.393997826199429080e-01 6.885127101067181066e-01 1.982360106083547180e+01 -1.110223024625156540e-15
3.601888735984307921e+00 2.343258012914817279e-01 6.477644104737776409e-01 1.625691813669342025e+02 4.440892098500626162e-16
5.218061686556247025e+00 1.917823968904605603e-01 2.015537765960560557e-01 1.855821500013120612e+03 0.000000000000000000e+00
7.980237022565241034e+00 1.405501266996418419e-01 6.903663650005951169e-01 2.737099531511185432e+03 1.110223024625156540e-16
3.815270425724541337e+00 2.286376154675104355e-01 2.042693407303804165e-01 2.988437762432890395e+03 -2.220446049250313081e-16
3.834344051035298406e+00 2.281199935242059218e-01 2.069726224620621613e-02 6.428705912118903143e+01 -2.220446049250313081e-16
6.102065348127760913e+00 1.722909494061267976e-01 9.995560826787375230e-02 2.632786367067770698e+03 -6.661338147750939243e-16
7.086964163564475783e+00 1.542039264468197668e-01 2.084311802024758631e-01 1.457767061038427983e+03 1.110223024625156540e-16
2.896363694660891497e+00 2.488509042763425438e-01 5.579686970779343946e-01 1.158179174508273491e+03 1.665334536937734811e-15
9.401492673143838630e+00 1.229749194339803259e-01 4.779236645891686841e-01 1.129709089122802197e+03 2.220446049250313081e-16
6.284953116005416618e+00 1.686602403617009360e-01 4.531032238669225332e-01 1.785450836073109940e+03 2.220446049250313081e-16
3.255888931843653022e+00 2.427125279865984253e-01 2.435437118822453562e-01 2.165651808352938588e+03 -1.554312234475219157e-15
8.614540768330011034e+00 1.321531965995378366e-01 6.407147411779040569e-01 1.686143239155059518e+03 0.000000000000000000e+00
7.238617390010903208e+00 1.517175643553966280e-01 2.945637917545500528e-01 5.587484826661304851e+02 0.000000000000000000e+00
4.264547341868381025e+00 2.163510476754725576e-01 2.599742004584234545e-01 3.252596144207710154e+02 0.000000000000000000e+00
7.694751032715583250e+00 1.446635799997312566e-01 6.438569906450751779e-01 1.487874879370186136e+03 -2.220446049250313081e-16
3.112042961652216722e+00 2.456173797475339204e-01 4.178916677042304739e-01 1.826868120320364142e+03 3.330669073875469621e-16
5.870174058227433989e+00 1.770871176950456483e-01 4.610581621651055340e-01 8.410444639605750581e+02 0.000000000000000000e+00
7.098777381742907622e+00 1.540075974736915265e-01 2.185864921376329817e-01 1.996774677515473286e+03 3.330669073875469621e-16
4.111946054122580740e+00 2.205231276984520872e-01 8.067207713086764487e-02 2.864874972384705870e+03 -2.220446049250313081e-16
5.779899757478011324e+00 1.790140238048968380e-01 3.830938172482956788e-02 2.557451494788745094e+03 0.000000000000000000e+00
6.435117331137210073e+00 1.657760574927368558e-01 6.940698643608098628e-01 2.159881626359071561e+03 -2.220446049250313081e-16
4.077178609641000762e+00 2.214766144874570075e-01 5.127719381419747202e-02 2.682796074726228653e+03 1.110223024625156540e-16
3.503927294329109099e+00 2.368397728925556445e-01 3.907468503896917578e-01 2.966026329765642004e+03 -6.661338147750939243e-16
7.949621005186324751e+00 1.409807822383241649e-01 1.745565578187041056e-01 1.428107021011556071e+03 1.110223024625156540e-16
5.123469680726312703e+00 1.940645869830840697e-01 4.389057715092304496e-02 2.268629552619510832e+03 0.000000000000000000e+00
9.119643033431440671e+00 1.261186043560227898e-01 6.066384495655045006e-01 5.904349122635890126e+02 -2.220446049250313081e-16
6.238604279337559788e+00 1.695679518528987739e-01 3.704284206443884120e-01 7.741937227133462329e+02 0.000000000000000000e+00
4.554301952064232495e+00 2.085564187011948178e-01 2.369250306325904054e-01 2.359138082131782085e+03 4.440892098500626162e-16
4.504230882864276531e+00 2.098872030257682708e-01 3.518086223530114687e-04 2.477240116257527006e+03 3.330669073875469621e-16
9.231452364109713926e+00 1.248532803983768702e-01 1.693455478691655025e-01 1.035561578483295989e+03 8.966148034481591367e-04
9.004382943162482889e+00 1.274488852221117019e-01 8.373604550388891177e-02 1.549250518156525686e+03 -2.220446049250313081e-16
8.598473045243650859e+00 1.323541698532322841e-01 5.402909048162367611e-01 2.410414363729501019e+03 -2.220446049250313081e-16
4.798593106994724522e+00 2.021845066468702101e-01 3.507651495276882803e-01 1.395189284831901432e+03 1.110223024625156540e-16
4.229607397681688141e+00 2.173036069596735731e-01 5.864692027292218723e-01 2.634942129330000171e+03 1.110223024625156540e-16
3.199649819631413372e+00 2.439036965259801792e-01 2.032052733782095111e-01 2.320616567046012733e+03 2.220446049250313081e-16
8.135205592446258294e+00 1.384075286437109198e-01 2.100884888990637855e-01 1.010952226451965316e+03 4.440892098500626162e-16
6.715460841743643883e+00 1.606161294623202063e-01 1.850985611922079110e-01 4.893596847532014635e+02 2.220446049250313081e-16
6.547292161430279478e+00 1.636769250704683820e-01 4.909570929476417822e-01 1.616344800495648087e+03 -4.440892098500626162e-16
3.374457178852645178e+00 2.400128648011874144e-01 1.780909719689195980e-01 3.541792626694215755e+02 -6.661338147750939243e-16
7.879079996334324321e+00 1.419824737071566367e-01 1.551617247099286445e-01 2.598092047081549026e+03 0.000000000000000000e+00
5.383334417427692031e+00 1.878863726653840216e-01 1.642529814375616182e-01 2.410303833229951124e+03 0.000000000000000000e+00
6.072207803605172316e+00 1.728962651328288802e-01 1.680967507451583964e-01 2.647720979169422208e+03 -2.220446049250313081e-16
6.148011489316298039e+00 1.713664149517311330e-01 2.556511141090803130e-01 1.556316881625638871e+03 3.330669073875469621e-16
8.603178460290884288e+00 1.322952550996111254e-01 3.488844758389254008e-01 1.418458613834190601e+03 0.000000000000000000e+00
3.006277044540697219e+00 2.474051580962448038e-01 2.347105587026071527e-02 2.776033501237215205e+03 1.443289932012703503e-15
9.118141073671907293e+00 1.261357686488669971e-01 1.414200461449371116e-01 2.005123485174559164e+03 0.000000000000000000e+00
7.570465185634470018e+00 1.465249220744793690e-01 4.364289631710807638e-01 1.700271990375772930e+03 0.000000000000000000e+00
9.035036616915132157e+00 1.270924862352305063e-01 4.286040421262555244e-01 2.094561909449921586e+03 -2.220446049250313081e-16
8.588423652625380100e+00 1.324801612038671861e-01 5.444700232903330051e-01 9.849352392782359402e+02 0.000000000000000000e+00
3.430768206076392435e+00 2.386572974506614153e-01 1.438880799869046989e-01 1.571096358414524445e+02 -4.884981308350688778e-15
7.324228587803268908e+00 1.503459812902966097e-01 3.045100419799234848e-01 7.923158918634215979e+02 -2.220446049250313081e-16
4.420281627473340080e+00 2.121348893363044774e-01 6.992360507583236240e-01 1.761000796455514092e+03 -6.661338147750939243e-16
8.344352690623633606e+00 1.356113352428223728e-01 3.153878496575189816e-01 2.767909058562594510e+03 1.110223024625156540e-16
3.662624680646964226e+00 2.327309217196671665e-01 2.985621005140208784e-01 1.448565813329693356e+03 2.109423746787797427e-15
5.937542396598427530e+00 1.756711369189245253e-01 3.081574606186401194e-02 2.506851540471486430e+02 -6.661338147750939243e-16
5.724507044442642467e+00 1.802132423476618395e-01 2.019996654932466607e-01 4.300968734859839060e+02 2.220446049250313081e-16
3.677055095009499119e+00 2.323486534355571342e-01 6.788787039321242389e-01 1.786683765852214947e+03 -2.220446049250313081e-15
7.782802251170602759e+00 1.433712190299642752e-01 1.407266731613062427e-01 1.120849058549433948e+03 -2.220446049250313081e-16
4.453823788300287134e+00 2.112344580034695718e-01 4.188772628448714230e-01 2.011921471717730356e+03 -2.220446049250313081e-16
8.765552322223189918e+00 1.302922845742361946e-01 2.681123141938141496e-01 8.386583362937445827e+02 -2.220446049250313081e-16
2.942431207712464136e+00 2.483029117659319163e-01 6.654120036627019230e-01 2.596290335583403248e+03 -6.661338147750939243e-16
9.389909335807303137e+00 1.231011533512798434e-01 2.190027949301271426e-01 6.381437540859853925e+02 1.110223024625156540e-16
3.156110521369170030e+00 2.447787344271865895e-01 5.669252629073200378e-01 1.632205581243790903e+03 -1.554312234475219157e-15
3.736036733199386450e+00 2.307749250740664670e-01 2.613007740411398949e-04 1.601802350055211491e+03 3.330669073875469621e-16
3.856201694425077875e+00 2.275256194966918943e-01 6.292821239405808065e-01 1.141897394163486865e+02 -6.661338147750939243e-16
8.559598859418343864e+00 1.328428075101224237e-01 1.652673286543887565e-02 2.309934745415396719e+03 -2.220446049250313081e-16
6.507457604793899009e+00 1.644170078206525221e-01 4.849275257624300894e-01 1.363233914470948321e+03 -4.440892098500626162e-16
4.953077217251806275e+00 1.982700613117621136e-01 4.554011289174451638e-01 2.379347548720331361e+03 0.000000000000000000e+00
9.311530917575504773e+00 1.239618860295918085e-01 7.673701414031918779e-03 6.765140581641416020e+02 1.110223024625156540e-16
6.036675525896216143e+00 1.736212943236314366e-01 9.011815559144620291e-02 1.360301176470225982e+03 -4.440892098500626162e-16
7.316591385637099876e+00 1.504674158784053972e-01 4.842057624141754557e-01 1.487510636525430073e+03 3.330669073875469621e-16
6.996342378002845308e+00 1.557251898224202291e-01 1.388170041757050277e-01 2.530495335297290694e+03 1.110223024625156540e-16
6.771853292176261974e+00 1.596123341959477249e-01 2.600364865058989450e-01 2.905459966040278687e+03 5.551115123125782702e-16
7.165661175513596604e+00 1.529045211155729000e-01 2.730963774650410972e-02 1.835891015337436784e+03 1.110223024625156540e-16
